# blastp
# Iteration: 0
# Query: P71814 1-247
# RID: E1F5YMHU013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
P71814	WP_075898515.1	99.595	247	1	0	1	247	1	247	3.12e-177	493	99.60
P71814	WP_070841727.1	99.595	247	1	0	1	247	1	247	3.33e-177	493	99.60
P71814	WP_049959352.1	99.595	247	1	0	1	247	1	247	3.33e-177	493	99.60
P71814	WP_057343568.1	99.595	247	1	0	1	247	1	247	3.59e-177	493	99.60
P71814	WP_049961648.1	99.595	247	1	0	1	247	1	247	4.24e-177	493	99.60
P71814	WP_012054162.1	99.595	247	1	0	1	247	1	247	4.28e-177	493	99.60
P71814	CKN48209.1	99.595	247	1	0	1	247	1	247	4.78e-177	493	99.60
P71814	COW76987.1	99.595	247	1	0	1	247	1	247	4.89e-177	492	99.60
P71814	TXB92708.1	99.595	247	1	0	1	247	1	247	4.94e-177	492	99.60
P71814	WP_055355397.1	99.595	247	1	0	1	247	1	247	5.33e-177	492	99.60
P71814	WP_151886806.1	99.595	247	1	0	1	247	1	247	9.03e-177	492	99.60
P71814	WP_338660759.1	99.595	247	1	0	1	247	1	247	1.08e-176	491	99.60
P71814	WP_049959412.1	99.190	247	2	0	1	247	1	247	1.93e-176	491	99.19
P71814	WP_086152214.1	99.597	248	0	1	1	247	1	248	2.81e-176	491	99.60
P71814	AUS49830.1	98.785	247	3	0	1	247	1	247	1.58e-175	489	98.79
P71814	AGL22500.1	98.785	247	3	0	1	247	1	247	1.91e-175	488	98.79
P71814	3R0J_A	98.780	246	3	0	2	247	5	250	7.20e-174	484	98.78
P71814	WP_003915456.1	99.583	240	1	0	8	247	1	240	1.55e-172	481	100.00
P71814	KFW58202.1	99.167	240	2	0	8	247	1	240	5.18e-172	479	100.00
P71814	BCR76280.1	99.167	240	2	0	8	247	1	240	2.40e-171	478	99.58
P71814	EFP55871.1	99.167	240	2	0	8	247	1	240	2.60e-171	478	99.58
P71814	WP_085326753.1	97.917	240	5	0	8	247	1	240	1.77e-169	473	98.75
P71814	WP_083116006.1	96.667	240	8	0	8	247	1	240	9.83e-168	469	97.92
P71814	WP_085249582.1	96.250	240	9	0	8	247	1	240	1.92e-167	468	97.92
P71814	WP_211696627.1	94.737	247	12	1	1	247	1	246	4.51e-167	467	97.17
P71814	CKS63427.1	98.319	238	4	0	1	238	1	238	5.33e-167	467	98.32
P71814	WP_085162128.1	96.250	240	9	0	8	247	1	240	2.53e-166	465	97.50
P71814	WP_012396471.1	95.833	240	10	0	8	247	1	240	1.37e-165	463	97.92
P71814	WP_117426730.1	95.417	240	11	0	8	247	1	240	3.92e-165	462	97.92
P71814	WP_011738792.1	95.417	240	11	0	8	247	1	240	4.57e-165	462	97.92
P71814	WP_325607027.1	93.117	247	16	1	1	247	1	246	5.27e-165	462	95.95
P71814	WP_186244825.1	95.417	240	11	0	8	247	1	240	5.51e-165	462	97.50
P71814	WP_075545662.1	95.000	240	12	0	8	247	1	240	6.57e-165	461	97.50
P71814	WP_020785795.1	95.417	240	11	0	8	247	1	240	7.17e-165	461	97.50
P71814	WP_373141092.1	95.417	240	11	0	8	247	1	240	7.66e-165	461	97.50
P71814	WP_240274345.1	95.417	240	11	0	8	247	1	240	7.91e-165	461	97.50
P71814	WP_036416191.1	95.000	240	12	0	8	247	1	240	1.24e-164	461	97.08
P71814	WP_075513048.1	94.583	240	13	0	8	247	1	240	1.55e-164	461	97.50
P71814	WP_071510567.1	96.250	240	8	1	8	247	1	239	1.64e-164	460	97.08
P71814	WP_068026126.1	95.000	240	12	0	8	247	1	240	2.10e-164	460	96.25
P71814	WP_067417996.1	95.000	240	12	0	8	247	1	240	2.10e-164	460	96.25
P71814	WP_122444806.1	95.000	240	12	0	8	247	1	240	3.19e-164	460	97.08
P71814	WP_179969958.1	93.522	247	15	1	1	247	1	246	4.52e-164	459	95.55
P71814	AGZ50788.1	94.191	241	14	0	7	247	3	243	5.05e-164	459	97.10
P71814	WP_036406497.1	94.583	240	13	0	8	247	1	240	5.45e-164	459	97.08
P71814	WP_083050818.1	94.167	240	14	0	8	247	1	240	7.58e-164	459	97.08
P71814	MDT5349937.1	95.833	240	9	1	8	247	1	239	8.52e-164	459	97.50
P71814	WP_065145081.1	95.021	241	11	1	8	247	1	241	8.97e-164	459	97.10
P71814	WP_036395445.1	94.583	240	13	0	8	247	1	240	9.54e-164	459	97.08
P71814	WP_158018356.1	94.191	241	14	0	7	247	1	241	1.03e-163	458	95.85
P71814	WP_096369673.1	95.000	240	12	0	8	247	1	240	1.05e-163	458	97.50
P71814	WP_075543736.1	94.583	240	13	0	8	247	1	240	1.07e-163	458	97.08
P71814	WP_007166403.1	95.833	240	9	1	8	247	1	239	1.38e-163	458	96.67
P71814	WP_330962648.1	95.000	240	12	0	8	247	1	240	1.69e-163	458	95.83
P71814	WP_063466390.1	94.167	240	14	0	8	247	1	240	2.59e-163	457	97.08
P71814	WP_069419752.1	94.583	240	13	0	8	247	1	240	2.68e-163	457	96.25
P71814	WP_372509602.1	95.021	241	11	1	7	247	3	242	2.78e-163	457	96.68
P71814	WP_085268356.1	95.417	240	10	1	8	247	1	239	4.14e-163	457	96.67
P71814	RFZ68924.1	94.583	240	13	0	8	247	1	240	5.06e-163	457	96.67
P71814	WP_067201572.1	95.417	240	10	1	8	247	1	239	5.44e-163	457	96.67
P71814	WP_083136681.1	95.000	240	11	1	8	247	1	239	9.95e-163	456	96.67
P71814	WP_068047199.1	95.417	240	10	1	8	247	1	239	1.16e-162	456	96.67
P71814	WP_077087593.1	95.417	240	10	1	8	247	1	239	1.40e-162	456	96.25
P71814	WP_198966408.1	94.167	240	14	0	8	247	1	240	1.67e-162	455	96.67
P71814	WP_172835152.1	95.041	242	10	2	8	247	1	242	1.94e-162	455	96.69
P71814	WP_067107175.1	95.000	240	11	1	8	247	1	239	2.19e-162	455	96.25
P71814	WP_014379067.1	95.000	240	11	1	8	247	1	239	2.24e-162	455	96.67
P71814	HSS25902.1	95.000	240	11	1	8	247	1	239	2.29e-162	455	96.67
P71814	WP_067883609.1	95.000	240	11	1	8	247	1	239	2.29e-162	455	96.25
P71814	WP_077093606.1	95.000	240	11	1	8	247	1	239	2.50e-162	455	96.67
P71814	WP_067947794.1	95.000	240	11	1	8	247	1	239	2.53e-162	455	96.25
P71814	WP_067269368.1	95.000	240	11	1	8	247	1	239	2.85e-162	455	96.67


